"HYBAS_ID","YYYY","Q","RF","SVMLINEAR","MLP","pred_final"
"1050021910",19930101,1909.40086666667,1943.47986380554,2003.39283579058,2231.37788093886,1792.33259888331
"1050021910",19940101,2153.02986666667,2129.37570321668,2247.54345642721,2158.8096648061,2152.84242888335
"1050021910",19950101,2683.02743333333,2425.88893009999,2031.63357912424,2158.8096648061,2492.94786713333
"1050021910",19960101,3570.9438,3451.3546363,2847.506597101,3951.35114045712,3598.24801749999
"1050021910",19970101,4302.9823,3542.46617535552,2304.34610487793,3546.12559102325,3906.40844649994
"1050021910",19980101,1703.7466,1826.82133901666,2386.03507411508,1652.39840036197,1674.25824294998
"1050021910",19990101,3466.62156666667,3146.98807943335,3560.38913760049,2158.8096648061,3273.70155313336
"1050021910",20000101,3098.9989,2910.78762042777,3067.23344302683,3336.64931061212,3121.98681116666
"1050021910",20010101,1598.6216,1890.16358397221,1504.29644758212,2158.8096648061,1684.53702634999
"1050021910",20020101,2764.77216666667,2890.09514889998,2912.78506412731,2823.97438696423,2943.31252661664
"1050021910",20030101,2306.59413333333,2121.99317628333,1736.14547073311,2158.8096648061,2264.89192493332
"1050021910",20040101,1561.12716666667,1820.44136033332,1655.39592929145,2158.8096648061,1586.59750366666
"1050021910",20050101,2963.53696666667,2789.17458359443,2655.00713271263,2858.14090844383,2944.46571109997
"1050021910",20060101,3127.11293333333,2859.80626186111,2951.92003079307,2737.7283635931,3062.78989045001
"1050021910",20070101,2118.3404,2088.35387608334,2212.98169282096,2158.8096648061,2138.51248771669
"1050021910",20080101,2865.54753333333,2757.90224466109,2633.01776469202,3372.43244167012,2932.53448094998
"1050021910",20090101,2514.41843333333,2485.4451234611,2553.05878882433,2493.44886616552,2490.27443269997
"1050021910",20100101,2974.14026666667,2771.69017031111,2575.07819775528,2737.7283635931,2937.67268268332
"1050021910",20110101,3044.32363333333,2920.11331671666,2036.8859714233,2858.16379030939,3164.03372513331
"1050021910",20120101,3696.32363333333,2876.16528193333,2381.36905013542,2564.03521423996,3383.04124198331
"1050021910",20130101,1666.87636666667,1703.30366830001,1572.6544927133,2158.8096648061,1617.62665420001
"1050021910",20140101,689.8611,1369.32787486112,2167.75136512294,803.358233524866,746.301248966661
"1050021910",20150101,1046.13423333333,1568.51073773889,2696.49674362843,2158.8096648061,1249.66177218332
"1050021910",20160101,1906.2651,2432.26655173331,2265.41875460135,2166.62869993744,2182.99125453331
"1050021910",20170101,739.7871,1077.15525581111,1890.5375863706,803.358233524866,744.446822449996
"1050021910",20180101,1496.71433333333,1749.70939558332,2260.94310592862,2158.8096648061,1564.03637658332
"1050021910",20190101,614.114533333333,1078.01258668333,2128.61579800239,265.283064919289,698.577781066667
"1050021910",20200101,3616.7906,3395.21383055553,2817.59772023579,3370.8151603174,3448.83754163332
"1050021910",20210101,1681.8859,1682.63796138334,1747.56935059484,2158.8096648061,1543.9993383
"1050021910",20220101,1932.93343333333,2259.13305160001,2539.5969017724,2158.81005750429,2204.10564195
"1050021910",20230101,2177.9998,2220.72066557778,2272.32691994628,2112.06642663234,2156.87780460001
"1050021910",20240101,3558.88786666667,3433.37347780555,3653.16512224645,3586.87185825197,3556.84866501666
"1050021910",20250101,2242.29696666666,NA,NA,2564.01507706175,2409.56316604998
"1050021910",20260101,2242.29696666666,2049.22305267221,2262.39368571651,2158.8096648061,2117.84575086668
"1050021920",19930101,26.1199655172414,55.7636182235629,46.2251969559707,41.6276322726935,37.1330399563218
"1050021920",19940101,94.3780344827586,62.5784686632186,42.8465192879712,74.2165228590863,88.4471515045975
"1050021920",19950101,78.8454137931034,60.421547236207,50.3358792554878,75.8606246079346,81.2357572229884
"1050021920",19960101,61.7601034482759,57.914782103448,59.9073224356092,61.4554999529861,66.7716804724138
"1050021920",19970101,90.5406206896552,71.8917698977012,53.1458529360955,89.2359855522033,87.8288180258621
