DATE,X200004,X200012,X215451,X214517,X200019,X200023,X200031,X200034,X211592,X205784,X200035,X200040,X200056,X200058
1979-08-04,0,29.086,0.193,0,0,43.228,10.485,17.288,18.513,27.072,37.433,3.657,29.336,31.554
1979-08-05,0,21.941,0,0,0,37.755,10.333,11.772,21.998,12.915,13.424,0.923,9.455,11.683
1979-08-06,0,10.22,0,0.864,0.014,11.213,0.596,8.503,2.347,0,0,1.057,2.62,3.584
1979-08-07,0,1.896,0.311,0.257,0.171,0,3.824,6.663,9.089,11.138,10.209,6.071,10.57,19.928
1979-08-08,0,13.105,0,0,0,13.137,7.048,11.216,1.504,0,0,0.087,30.613,41.263
1979-08-09,0,1.394,0,0,0,0,60.701,103.442,0,0,0,0,175.089,157.64
1979-08-10,0,4.898,0,0,0,6.5,23.136,33.569,0,3.348,0,0,16.797,20.161
1979-08-11,0,30.449,0,0,0,30.67,0,0,2.801,12.568,22.201,0.868,0,0
1979-08-12,0,56.259,0,0,0,46.169,0,0,21.512,26.855,30.206,4.908,19.745,25.567
1979-08-13,0,61.448,0.006,0,0,79.232,0,0,2.547,6.853,13.692,9.77,0,0
1979-08-14,0,0,0,0,0,0,0,0,13.734,15.843,20.146,4.374,35.874,44.747
1979-08-15,0,5.133,4.695,1.649,2.063,5.782,0,0,8.239,1.038,0.008,4.367,0,0
1979-08-16,0,5.766,10.641,1.855,2.707,7.502,4.719,0.181,0,0,0,6.587,0,0
1979-08-17,0,8.604,0.861,0.384,0.406,15.589,9.762,12.284,6.121,0.795,0,0,51.156,10.481
1979-08-18,0,61.381,0,0,0,81.986,16.574,14.531,38.796,44.121,40.458,9.977,30.639,33.747
1979-08-19,0,9.568,0,1.185,0.118,10.056,7.958,13.01,50.842,32.73,21.024,2.468,19.654,25.119
1979-08-20,0,21.918,0.438,0.03,0.831,15.261,2.856,0.006,0,0,0,0,21.018,29.585
1979-08-21,0,22.366,1.492,0.013,0.259,28.271,51.002,45.671,12.197,16.575,16.034,4.027,49.389,69.001
1979-08-22,0,10.967,0,0,0,8.118,16.279,20.379,19.671,17.675,18.248,5.355,19.146,25.769
1979-08-23,0,23.96,0.482,2.653,1.899,24.581,13.053,15.817,0,0,0,0,24.005,28.835
1979-08-24,0,10.522,1.578,0,0.201,15.634,36.418,55.928,0,0,0,0,44.72,47.699
1979-08-25,0,0,1.449,9.003,4.154,0,33.352,46.393,2.95,6.694,8.155,0,56.05,64.039
1979-08-26,0,8.671,0.334,0,0,7.67,3.06,2.195,2.848,7.288,3.523,0,0,0
1979-08-27,0,13.737,0,0.089,0.011,15.198,175.945,119.674,4.975,0.783,0,0,67.015,58.216
1979-08-28,0,5.261,0.305,3.446,0.471,5.739,0,0,12.478,12.141,10.916,7.353,6.161,12.368
1979-08-29,0,10.804,0.581,0.178,0.234,7.76,0,0,9.02,11.732,13.579,0,0,0
1979-08-30,0,17.831,0.29,0.207,0.381,15.368,16.098,17.484,9.167,12.228,8.566,0,16.647,22.213
1979-08-31,0,0,0,0,0,0,38.397,44.241,6.264,4.626,0.011,0.003,26.631,36.775
1979-09-01,0,0,0,0,0,0,9.479,13.227,38.647,27.017,30.322,4.825,0,0
1979-09-02,0,24.167,0.308,0,0,12.56,30.615,30.385,0,0,4.601,0,16.706,20.445
1979-09-03,0,129.459,0,0,0,172.856,97.151,112.221,19.217,19.274,18.325,0,106.229,105.564
1979-09-04,0,0,0,0,0,0,46.465,47.763,20.305,26.407,36.49,0,19.867,18.689
1979-09-05,0,6.389,0.203,0.6,0.411,6.597,14.275,3.095,0,0,0,2.001,6.43,10.165
1979-09-06,0,77.226,0.301,1.243,0.509,86.452,0,0,5.976,8.151,8.055,0,4.54,0
1979-09-07,0,8.547,8.509,8.499,7.648,7.908,11.55,9.964,19.973,17.724,16.688,6.668,3.691,0
1979-09-08,0,0,10.835,0.018,0.237,0,18.679,26.192,5.285,15.03,16.786,0.005,24.135,24.517
1979-09-09,0,0,0,0,0,0,44.62,54.547,2.17,4.437,0,2.615,26.925,25.032
1979-09-10,0,10.137,0,0,0,11.634,45.314,42.065,15.439,13.127,8.674,0,24.752,25.546
1979-09-11,0,0.999,0,0,0,0,0,0,47.523,65.431,55.527,2.205,0,0
1979-09-12,0,9.349,0,0.409,0.014,6.63,0,0,30.929,23.914,21.246,9.671,0,0
1979-09-13,0,8.613,3.256,1.405,3.016,8.097,1.432,14.497,19.923,14.945,19.889,9.185,6.13,8.481
1979-09-14,0,12.564,0,0.353,0.465,8.488,35.036,26.96,17.372,15.013,14.988,8.05,6.007,8.522
1979-09-15,0,0,0.527,2.33,0.382,0,18.944,20.464,28.54,23.904,25.046,4.45,8.97,12.872
1979-09-16,0,7.21,0,0,0,7.364,3.609,3.097,0,0,0,0,2.755,3.77
1979-09-17,0,13.735,0,0,0,12.853,22.029,39.809,11.037,6.526,1.562,0,17.257,15.018
1979-09-18,0,3.038,0,0,0.064,5.814,1.019,13.656,20.278,18.503,21.032,8.713,17.611,18.259
1979-09-19,0,6.871,0,0,0,5.661,0,0,0,0,0,3.12,9.723,17.971
1979-09-20,0,50.06,0,0,0,40.485,27.67,30.699,8.584,1.27,0,0.036,15.166,4.953
1979-09-21,0,11.295,0,0,0,9.335,16.824,18.337,11.914,1.148,0.014,4.175,15.963,13.89
1979-09-22,0,20.32,0,0,0,19.601,0,0,20.076,12.309,6.112,5.066,0,0
1979-09-23,0,9.688,0,0,0,9.621,0,2.505,16.154,18.275,17.218,14.899,20.149,23.004
1979-09-24,0,8.807,0.401,0,0,7.909,14.97,17.943,9.338,10.336,1.721,8.648,7.946,0
