HYBAS_ID,DATE,Q,prcp,evap
1040021500,1981,42.6285760869565,4679.143,4.44039311594203
1040021500,1982,80.1050869565217,6029.689,4.49571376811594
1040021500,1983,60.6591304347826,5245.531,4.48570471014493
1040021500,1984,48.1602065217391,5143.951,4.63880253623188
1040021500,1985,65.789847826087,5344.187,4.50945289855072
1040021500,1986,68.8882717391304,5537.295,4.50650905797101
1040021500,1987,53.4826195652174,5211.853,4.52029528985507
1040021500,1988,39.6119891304348,5215.362,4.28452536231884
1040021500,1989,58.3663913043478,5641.243,4.55804891304348
1040021500,1990,82.9364565217391,5823.825,4.59908876811594
1040021500,1991,45.6642391304348,4202.69,4.64848369565217
1040021500,1992,77.7365434782609,6208.436,4.47309782608696
1040021500,1993,76.9526086956522,5657.958,4.65633876811594
1040021500,1994,80.5148043478261,5958.342,4.42629891304348
1040021500,1995,60.8568804347826,4872.759,4.68220833333333
1040021500,1996,78.4889347826087,5371.691,4.6589384057971
1040021500,1997,63.7104891304348,5513.463,4.70988768115942
1040021500,1998,54.1963043478261,5921.874,4.42304347826087
1040021500,1999,53.5552717391304,5773.395,4.45198731884058
1040021500,2000,60.1456739130435,5795.177,4.62661050724638
1040021500,2001,59.6903260869565,5525.71,4.43246920289855
1040021500,2002,93.7003695652174,6594.485,4.70285326086957
1040021500,2003,12.292902173913,3737.422,4.27983514492754
1040021500,2004,56.9651304347826,5802.332,4.56796920289855
1040021500,2005,36.6768695652174,5055.129,4.50268478260869
1040021500,2006,65.8923913043478,5806.65,4.57824456521739
1040021500,2007,57.5792282608696,5506.861,4.59796376811594
1040021500,2008,29.4007608695652,4271.203,4.57946557971014
1040021500,2009,63.8132934782609,6527.203,4.65832971014493
1040021500,2010,84.7344456521739,5907.459,4.69382608695652
1040021500,2011,25.8604891304348,5582.672,4.35253804347826
1040021500,2012,62.1544673913044,4994.063,4.45534057971015
1040021500,2013,71.3867282608696,5467.774,4.65165217391304
1040021500,2014,61.6413804347826,5434.958,4.54221557971015
1040021500,2015,45.2128695652174,4481.632,4.50032971014493
1040021500,2016,60.5002282608696,4937.896,4.73103623188406
1040021500,2017,63.6631086956522,5155.765,4.74755434782609
1040021500,2018,66.6483369565217,5399.448,4.70938043478261
1040021500,2019,60.4890869565217,5482.8,4.73422282608696
1040021500,2020,35.4768152173913,4172.985,4.52852717391304
1040021500,2021,69.7156086956522,5494.99,4.21385144927536
1040021500,2022,67.444097826087,5672.69,4.13210507246377
1040021500,2023,62.8245543478261,5335.21,4.25464673913044
1040021500,2024,60.6967282608696,5125.51,4.21796920289855
1040021510,1981,292.787858695652,13354.66,4.04907065217391
1040021510,1982,300.869086956522,13034.487,4.00243885869565
1040021510,1983,174.337141304348,10748.716,4.03696467391304
1040021510,1984,159.51127173913,8181.102,4.14679483695652
1040021510,1985,250.98177173913,10500.274,4.09671195652174
1040021510,1986,213.284315217391,11548.531,4.03986005434783
1040021510,1987,244.09752173913,10790.199,4.13508967391304
1040021510,1988,219.001608695652,10269.279,4.09624048913043
1040021510,1989,313.857358695652,12262.05,4.11429211956522
1040021510,1990,294.025989130435,12795.085,4.0931277173913
1040021510,1991,269.914119565217,11732.391,4.07123505434783
1040021510,1992,279.854217391304,12635.949,4.0010652173913
1040021510,1993,229.073576086957,12085.779,4.05478940217391
1040021510,1994,304.070358695652,13063.082,4.04075815217391
1040021510,1995,372.935467391304,16058.972,4.12386956521739
1040021510,1996,326.600804347826,13965.078,4.08302445652174
1040021510,1997,376.891130434783,14073.114,4.09095380434783
1040021510,1998,192.569510869565,10382.017,4.09667527173913
1040021510,1999,255.986826086957,12188.601,4.10501494565217
1040021510,2000,301.194565217391,14615.408,4.08554483695652
1040021510,2001,251.084358695652,11334.433,4.06733288043478
1040021510,2002,246.558597826087,11966.793,4.11505027173913
1040021510,2003,212.44997826087,10582.375,4.13730842391304
1040021510,2004,207.572793478261,10926.73,4.11014809782609
1040021510,2005,403.169826086957,14966.088,4.12329211956522
1040021510,2006,267.267673913043,13136.916,4.1083097826087
1040021510,2007,287.580956521739,13402.048,4.14886820652174
1040021510,2008,305.865326086957,12557.086,4.1448152173913
1040021510,2009,278.752597826087,12762.507,4.11094972826087
1040021510,2010,265.671739130435,12009.54,4.1273125
1040021510,2011,353.187423913043,14836.294,4.12744565217391
1040021510,2012,222.928684782609,9985.226,4.0894089673913
1040021510,2013,122.696880434783,6805.179,3.93803804347826
1040021510,2014,151.893108695652,9099.852,4.03777445652174
1040021510,2015,58.7116304347826,4722.698,3.89913586956522
1040021510,2016,303.952010869565,13347.357,4.11782201086957
1040021510,2017,124.041369565217,7803.609,4.0949660326087
1040021510,2018,179.446663043478,8235.851,4.14024320652174
1040021510,2019,135.605565217391,9818.423,4.0819972826087
