SUBID,DATE,Q,HYBAS_ID
202266,1981,66.2498275862069,1040915990
202266,1982,82.5001379310345,1040915990
202266,1983,242.042413793103,1040915990
202266,1984,11.393724137931,1040915990
202266,1985,59.5557586206897,1040915990
202266,1986,91.4826206896552,1040915990
202266,1987,98.6120689655172,1040915990
202266,1988,72.8142068965517,1040915990
202266,1989,363.220344827586,1040915990
202266,1990,201.897344827586,1040915990
202266,1991,192.006413793103,1040915990
202266,1992,190.640310344828,1040915990
202266,1993,275.592931034483,1040915990
202266,1994,182.050344827586,1040915990
202266,1995,134.360068965517,1040915990
202266,1996,204.975137931034,1040915990
202266,1997,339.614931034483,1040915990
202266,1998,178.326206896552,1040915990
202266,1999,92.2721724137931,1040915990
202266,2000,106.422689655172,1040915990
202266,2001,173.566827586207,1040915990
202266,2002,50.3253448275862,1040915990
202266,2003,219.971517241379,1040915990
202266,2004,200.509793103448,1040915990
202266,2005,563.050103448276,1040915990
202266,2006,103.735,1040915990
202266,2007,162.855344827586,1040915990
202266,2008,432.325586206897,1040915990
202266,2009,247.855586206897,1040915990
202266,2010,210.705965517241,1040915990
202266,2011,128.069310344828,1040915990
202266,2012,463.763103448276,1040915990
202266,2013,212.160448275862,1040915990
202266,2014,109.942482758621,1040915990
202266,2015,82.6658275862069,1040915990
202266,2016,308.849413793103,1040915990
202266,2017,269.470517241379,1040915990
202266,2018,229.040275862069,1040915990
202266,2019,269.676275862069,1040915990
202266,2020,166.548275862069,1040915990
202266,2021,167.713586206897,1040915990
202266,2022,93.4960344827586,1040915990
202266,2023,52.3995517241379,1040915990
202266,2024,235.930379310345,1040915990
202831,1981,22.6281,1040023310
202831,1982,44.6015666666667,1040023310
202831,1983,21.0482666666667,1040023310
202831,1984,13.7507666666667,1040023310
202831,1985,8.33003333333333,1040023310
202831,1986,6.41833333333333,1040023310
202831,1987,5.12123333333333,1040023310
202831,1988,8.994,1040023310
202831,1989,7.0709,1040023310
202831,1990,13.9475666666667,1040023310
202831,1991,12.9553333333333,1040023310
202831,1992,10.6585333333333,1040023310
202831,1993,19.3786,1040023310
202831,1994,14.0433,1040023310
202831,1995,15.9837,1040023310
202831,1996,28.1161333333333,1040023310
202831,1997,36.2666,1040023310
202831,1998,4.36723333333333,1040023310
202831,1999,17.4784,1040023310
202831,2000,25.4276666666667,1040023310
202831,2001,13.5596,1040023310
202831,2002,7.8974,1040023310
202831,2003,8.58316666666667,1040023310
202831,2004,7.4616,1040023310
202831,2005,17.8219333333333,1040023310
202831,2006,12.7559333333333,1040023310
202831,2007,7.44073333333333,1040023310
202831,2008,17.8755333333333,1040023310
202831,2009,17.8549666666667,1040023310
202831,2010,9.2615,1040023310
202831,2011,9.48756666666667,1040023310
202831,2012,8.50183333333333,1040023310
202831,2013,11.2461666666667,1040023310
202831,2014,15.7246666666667,1040023310
202831,2015,13.5990333333333,1040023310
202831,2016,8.12883333333333,1040023310
202831,2017,5.369,1040023310
202831,2018,4.93823333333333,1040023310
202831,2019,2.30763333333333,1040023310
