HYBAS_ID,DATE,Q
200531,1981,545.33
201131,1981,4.46
201132,1981,0.42
203273,1981,1.37
204203,1981,11.95
204207,1981,3.77
204213,1981,528.82
204226,1981,531.76
204224,1981,531.19
204231,1981,538.22
204230,1981,544.17
204240,1981,536.5
204246,1981,535.73
204245,1981,25.09
204250,1981,1.31
204248,1981,540.32
204270,1981,537.93
204275,1981,2.08
204273,1981,537.39
205397,1981,0.29
207939,1981,17.8
208108,1981,534.14
208116,1981,536.09
208325,1981,0.71
210068,1981,22.51
210779,1981,525.93
211058,1981,3.53
211837,1981,541.71
215537,1981,7.43
215970,1981,5.13
216088,1981,2.2
217057,1981,33.58
217393,1981,5.54
217842,1981,5.75
218373,1981,22.19
200531,1982,266.16
201131,1982,6.11
201132,1982,0
203273,1982,0.46
204203,1982,4.01
204207,1982,0.23
204213,1982,267.59
204226,1982,270.64
204224,1982,268.96
204231,1982,265.36
204230,1982,272.31
204240,1982,264.04
204246,1982,261.08
204245,1982,3.16
204250,1982,2.15
204248,1982,263.2
204270,1982,262.21
204275,1982,0.32
204273,1982,261.86
205397,1982,0.18
207939,1982,1.96
208108,1982,272.37
208116,1982,273.54
208325,1982,0.22
210068,1982,2.7
210779,1982,266.25
211058,1982,2.99
211837,1982,263.94
215537,1982,7.78
215970,1982,0.49
216088,1982,1.82
217057,1982,28.16
217393,1982,11.01
217842,1982,11.56
218373,1982,24.73
200531,1983,234.42
201131,1983,1.21
201132,1983,0
203273,1983,1.41
204203,1983,2.3
204207,1983,0.91
204213,1983,229.29
204226,1983,224.25
204224,1983,228.06
204231,1983,239.07
204230,1983,241.72
204240,1983,237.93
204246,1983,235.44
204245,1983,5.57
204250,1983,2.67
204248,1983,233.01
204270,1983,233.19
204275,1983,3.76
204273,1983,236.11
205397,1983,0.04
207939,1983,0.78
208108,1983,224.68
208116,1983,225.03
208325,1983,0.7
210068,1983,2.97
210779,1983,230.4
211058,1983,1.02
211837,1983,233.21
215537,1983,1.47
215970,1983,0.44
216088,1983,0.21
217057,1983,5.39
217393,1983,2.46
217842,1983,0.89
218373,1983,7.97
200531,1984,346.03
201131,1984,1.57
201132,1984,0
203273,1984,0.77
204203,1984,1.63
204207,1984,0.24
204213,1984,346.2
204226,1984,346.02
204224,1984,346.63
204231,1984,343.87
204230,1984,346.52
204240,1984,342.87
204246,1984,342.89
204245,1984,2.31
204250,1984,0.23
204248,1984,344.34
204270,1984,343.54
204275,1984,0.49
204273,1984,343.27
205397,1984,0.06
207939,1984,0.75
208108,1984,346.75
208116,1984,347.38
208325,1984,0.12
210068,1984,1.58
210779,1984,345.55
211058,1984,1.12
211837,1984,344.76
215537,1984,2.4
215970,1984,0.19
216088,1984,0.45
217057,1984,8.83
217393,1984,3.57
217842,1984,1.64
218373,1984,11.94
200531,1985,723.27
201131,1985,7.6
201132,1985,0
203273,1985,2.37
204203,1985,4.7
204207,1985,0.57
204213,1985,704.57
204226,1985,709.02
204224,1985,707.85
204231,1985,707.56
204230,1985,707.62
204240,1985,708.82
204246,1985,714.99
204245,1985,29.74
204250,1985,0.45
204248,1985,716.74
204270,1985,713.95
204275,1985,10.66
204273,1985,719.7
205397,1985,0.13
207939,1985,21.04
208108,1985,712.39
208116,1985,714.92
208325,1985,1.74
210068,1985,25.6
210779,1985,700.69
211058,1985,2.9
211837,1985,718.71
215537,1985,8.62
215970,1985,2.69
216088,1985,1.27
217057,1985,33.09
217393,1985,14.22
217842,1985,13.74
218373,1985,26.95
200531,1986,513.14
201131,1986,4.43
201132,1986,0.76
203273,1986,10.53
204203,1986,12.06
204207,1986,7.75
204213,1986,465.94
204226,1986,442.12
204224,1986,461.77
204231,1986,547.55
204230,1986,556.18
204240,1986,546.93
204246,1986,531.29
204245,1986,43.59
204250,1986,14.48
204248,1986,509.09
204270,1986,516.46
204275,1986,18.1
204273,1986,532.98
205397,1986,4.13
207939,1986,26.46
208108,1986,441.07
208116,1986,441.89
208325,1986,7.62
210068,1986,34.23
210779,1986,470.8
211058,1986,2.06
211837,1986,510.06
215537,1986,3.81
215970,1986,2.33
216088,1986,4.2
217057,1986,13.84
217393,1986,6.23
217842,1986,2.58
218373,1986,14.12
200531,1987,304.72
201131,1987,8.71
201132,1987,0.98
203273,1987,0.43
204203,1987,16.09
204207,1987,6.6
204213,1987,305.68
204226,1987,309.31
204224,1987,307.3
204231,1987,318.82
204230,1987,332.36
204240,1987,315.4
204246,1987,305.07
204245,1987,3.4
204250,1987,6.47
204248,1987,302.04
204270,1987,303.54
204275,1987,0.82
204273,1987,305.27
205397,1987,0.27
207939,1987,1.09
208108,1987,311.32
208116,1987,312.69
208325,1987,1.39
210068,1987,1.88
210779,1987,304.48
211058,1987,3.99
211837,1987,302.57
215537,1987,8.43
215970,1987,5.09
216088,1987,4.94
217057,1987,31.34
217393,1987,9.6
217842,1987,7.27
218373,1987,20.35
200531,1988,688.47
201131,1988,30.15
201132,1988,4.39
203273,1988,1.62
204203,1988,44.74
204207,1988,20.46
204213,1988,620.5
204226,1988,624.15
204224,1988,622.54
204231,1988,715.15
204230,1988,750.13
