"YYYY","Q","pred","HYBAS_ID","p_below","p_normal","p_above","class_hat","entropy"
19930101,1909.40086666667,2019.82089526111,"1050021910",0.214366411650951,0.777364363954758,0.00826922439429079,"normal",0.565567853054383
19940101,2153.02986666667,2496.28813900556,"1050021910",0.0270850436830628,0.86956627050229,0.103348685814647,"normal",0.453840013015091
19950101,2683.02743333333,2864.94746781111,"1050021910",0.0025316714211098,0.647422572080764,0.350045756498126,"normal",0.664047463232056
19960101,3570.9438,3212.16486018055,"1050021910",0.000142017866881557,0.329367504949009,0.670490477184109,"above",0.635073284540546
19970101,4302.9823,3401.64169281385,"1050021910",2.247492674813e-05,0.186101502388262,0.81387602268499,"above",0.480778863148242
19980101,1703.7466,2039.605180075,"1050021910",0.200888025390648,0.789718192717301,0.00939378189205065,"normal",0.552710206891771
19990101,3466.62156666667,3175.89441503336,"1050021910",0.00019772027211166,0.361121375886341,0.638680903841548,"above",0.655856057961019
20000101,3098.9989,3098.78403930277,"1050021910",0.00039032501120206,0.431567051118757,0.568042623870041,"above",0.686984765944063
20010101,1598.6216,1718.61164919167,"1050021910",0.470342855289169,0.528733561812443,0.000923582898388786,"normal",0.698176176591863
20020101,2764.77216666667,2928.48596896666,"1050021910",0.00156733432229312,0.590924377068618,0.407508288609089,"normal",0.686806135895311
20030101,2306.59413333333,2360.03696965555,"1050021910",0.0546705346344529,0.889074401227466,0.0562550641380808,"normal",0.425322607928732
20040101,1561.12716666667,1939.83974934999,"1050021910",0.273924439825663,0.72123739783043,0.00483816234390733,"normal",0.616189840065129
20050101,2963.53696666667,2892.16033504721,"1050021910",0.00206701330162896,0.623609313794553,0.374323672903818,"normal",0.675088657821811
20060101,3127.11293333333,2983.94043137222,"1050021910",0.0010136303956443,0.539593628889613,0.459392740714743,"normal",0.697223068186634
20070101,2118.3404,2068.24187573056,"1050021910",0.182304934742909,0.806437309504375,0.0112577557527159,"normal",0.534294881386296
20080101,2865.54753333333,2811.18703190832,"1050021910",0.00373632124342926,0.692344087469307,0.303919591287264,"normal",0.63740626015457
20090101,2514.41843333333,2221.45230657498,"1050021910",0.10181177613119,0.870561476975758,0.0276267468930521,"normal",0.452428310605723
20100101,2974.14026666667,2901.30239452778,"1050021910",0.001929214049753,0.615472210667077,0.38259857528317,"normal",0.678376624481733
20110101,3044.32363333333,2849.81892384167,"1050021910",0.00282903010131611,0.660368887139741,0.336802082758943,"normal",0.657152895816813
20120101,3696.32363333333,3078.05103855832,"1050021910",0.000466119614527656,0.450966265817063,0.548567614568409,"above",0.692092902898241
20130101,1666.87636666667,1776.97853573056,"1050021910",0.41553247367627,0.583001805259925,0.00146572106380505,"normal",0.689050132679008
20140101,689.8611,1137.59078061111,"1050021910",0.904659634593939,0.0953369152578247,3.45014823588397e-06,"below",0.314761114632403
20150101,1046.13423333333,1381.616521925,"1050021910",0.766609105354574,0.233345860528623,4.5034116802789e-05,"below",0.543771454904276
20160101,1906.2651,2439.85774362499,"1050021910",0.0366341780919353,0.882161676791428,0.0812041451166365,"normal",0.435632779482093
20170101,739.7871,1295.27828531944,"1050021910",0.824649903013397,0.175331268548575,1.882843802814e-05,"below",0.464459778795989
20180101,1496.71433333333,1449.03847928611,"1050021910",0.714725794263036,0.285187679184692,8.65265522719261e-05,"below",0.598653316553752
20190101,614.114533333333,1155.92828416667,"1050021910",0.897050016037229,0.102945751861223,4.2321015477631e-06,"below",0.331563793611328
20200101,3616.7906,2733.95513099166,"1050021910",0.0063659567308314,0.750730047764691,0.242903995504478,"normal",0.591163254743996
20210101,1681.8859,1907.68686141667,"1050021910",0.299981168451912,0.696154719242721,0.00386411230536643,"normal",0.634792742843126
20220101,1932.93343333333,2742.606035275,"1050021910",0.00600632292477693,0.74460043396368,0.249393243111544,"normal",0.596648741609622
20230101,2177.9998,2809.61858598332,"1050021910",0.00377813632467526,0.693606650323449,0.302615213351876,"normal",0.636546510681158
20240101,3558.88786666667,2922.56989044167,"1050021910",0.00164036258952209,0.596308316580362,0.402051320830116,"normal",0.685148577479283
20250101,2242.29696666666,2146.92855068333,"1050021910",0.136997190904725,0.844884522344108,0.0181182867511676,"normal",0.487401525459954
20260101,2242.29696666666,1702.18309205,"1050021910",0.485918692083812,0.513272936355283,0.00080837156090463,"normal",0.698776428636633
19930101,26.1199655172414,54.1464016699507,"1050021920",0.225099763366972,0.481576849276576,0.293323387356452,"normal",1.04730964186761
19940101,94.3780344827586,54.1464016699507,"1050021920",0.225099763366972,0.481576849276576,0.293323387356452,"normal",1.04730964186761
19950101,78.8454137931034,54.1464016699507,"1050021920",0.225099763366972,0.481576849276576,0.293323387356452,"normal",1.04730964186761
19960101,61.7601034482759,54.1464016699507,"1050021920",0.225099763366972,0.481576849276576,0.293323387356452,"normal",1.04730964186761
19970101,90.5406206896552,54.1464016699507,"1050021920",0.225099763366972,0.481576849276576,0.293323387356452,"normal",1.04730964186761
19980101,40.1078965517241,54.1464016699507,"1050021920",0.225099763366972,0.481576849276576,0.293323387356452,"normal",1.04730964186761
19990101,36.678724137931,54.1464016699507,"1050021920",0.225099763366972,0.481576849276576,0.293323387356452,"normal",1.04730964186761
20000101,51.6383103448276,54.1464016699507,"1050021920",0.225099763366972,0.481576849276576,0.293323387356452,"normal",1.04730964186761
20010101,48.8317586206897,54.1464016699507,"1050021920",0.225099763366972,0.481576849276576,0.293323387356452,"normal",1.04730964186761
20020101,30.3418620689655,54.1464016699507,"1050021920",0.225099763366972,0.481576849276576,0.293323387356452,"normal",1.04730964186761
20030101,30.7999310344828,54.1464016699507,"1050021920",0.225099763366972,0.481576849276576,0.293323387356452,"normal",1.04730964186761
20040101,35.6835862068965,54.1464016699507,"1050021920",0.225099763366972,0.481576849276576,0.293323387356452,"normal",1.04730964186761
20050101,149.131206896552,54.1464016699507,"1050021920",0.225099763366972,0.481576849276576,0.293323387356452,"normal",1.04730964186761
20060101,62.4085517241379,54.1464016699507,"1050021920",0.225099763366972,0.481576849276576,0.293323387356452,"normal",1.04730964186761
20070101,65.7780689655172,54.1464016699507,"1050021920",0.225099763366972,0.481576849276576,0.293323387356452,"normal",1.04730964186761
20080101,82.8861034482759,54.1464016699507,"1050021920",0.225099763366972,0.481576849276576,0.293323387356452,"normal",1.04730964186761
20090101,44.1446206896552,54.1464016699507,"1050021920",0.225099763366972,0.481576849276576,0.293323387356452,"normal",1.04730964186761
20100101,67.1942413793103,54.1464016699507,"1050021920",0.225099763366972,0.481576849276576,0.293323387356452,"normal",1.04730964186761
20110101,82.349,54.1464016699507,"1050021920",0.225099763366972,0.481576849276576,0.293323387356452,"normal",1.04730964186761
20120101,71.0393103448276,54.1464016699507,"1050021920",0.225099763366972,0.481576849276576,0.293323387356452,"normal",1.04730964186761
20130101,51.5651034482759,54.1464016699507,"1050021920",0.225099763366972,0.481576849276576,0.293323387356452,"normal",1.04730964186761
20140101,18.1479655172414,54.1464016699507,"1050021920",0.225099763366972,0.481576849276576,0.293323387356452,"normal",1.04730964186761
20150101,17.185724137931,54.1464016699507,"1050021920",0.225099763366972,0.481576849276576,0.293323387356452,"normal",1.04730964186761
20160101,28.8150344827586,54.1464016699507,"1050021920",0.225099763366972,0.481576849276576,0.293323387356452,"normal",1.04730964186761
20170101,22.8982068965517,54.1464016699507,"1050021920",0.225099763366972,0.481576849276576,0.293323387356452,"normal",1.04730964186761
20180101,46.903,54.1464016699507,"1050021920",0.225099763366972,0.481576849276576,0.293323387356452,"normal",1.04730964186761
20190101,24.9907931034483,54.1464016699507,"1050021920",0.225099763366972,0.481576849276576,0.293323387356452,"normal",1.04730964186761
20200101,115.906,54.1464016699507,"1050021920",0.225099763366972,0.481576849276576,0.293323387356452,"normal",1.04730964186761
20210101,29.3824482758621,54.1464016699507,"1050021920",0.225099763366972,0.481576849276576,0.293323387356452,"normal",1.04730964186761
20220101,36.7219310344828,54.1464016699507,"1050021920",0.225099763366972,0.481576849276576,0.293323387356452,"normal",1.04730964186761
20230101,45.431275862069,54.1464016699507,"1050021920",0.225099763366972,0.481576849276576,0.293323387356452,"normal",1.04730964186761
20240101,76.0936551724138,54.1464016699507,"1050021920",0.225099763366972,0.481576849276576,0.293323387356452,"normal",1.04730964186761
20250101,47.8673793103448,54.1464016699507,"1050021920",0.225099763366972,0.481576849276576,0.293323387356452,"normal",1.04730964186761
20260101,47.8673793103448,54.1464016699507,"1050021920",0.225099763366972,0.481576849276576,0.293323387356452,"normal",1.04730964186761
19930101,511.49,522.929788834769,"1050021940",0.0716370169267508,0.461896724242248,0.466466258831002,"above",0.901333903700132
19940101,725.450068965517,661.036207741954,"1050021940",0.00376376605382586,0.126595307126244,0.86964092681993,"above",0.40411969265948
19950101,727.014206896552,585.141416575286,"1050021940",0.0223084766979073,0.300311434540054,0.677380088762038,"above",0.709944566889149
19960101,485.840965517241,573.479649498563,"1050021940",0.0283139477758652,0.331742028230081,0.639944023994054,"above",0.752620363864784
19970101,393.202586206897,291.295861217242,"1050021940",0.713552977952084,0.269089092415073,0.0173579296328438,"below",0.664423751512904
19980101,410.442137931034,348.632241542816,"1050021940",0.524689401953727,0.421588691217822,0.0537219068284507,"below",0.859613872636492
19990101,260.307344827586,335.632746577873,"1050021940",0.569739829555378,0.387867840481412,0.0423923299632095,"below",0.821860799783001
20000101,513.785206896552,527.458746446264,"1050021940",0.0663745210195108,0.451378012770649,0.48224746620984,"above",0.890787791531734
20010101,484.262344827586,484.243345151436,"1050021940",0.130276951438507,0.533495121908501,0.336227926652992,"normal",0.967191350754613
20020101,362.729551724138,456.751921694541,"1050021940",0.188226849587289,0.558240260338556,0.253532890074155,"normal",0.987707533313011
20030101,538.797275862069,499.348238482184,"1050021940",0.104323115114139,0.50998530604326,0.385691578842602,"normal",0.946663147380511
20040101,246.053310344828,417.653306750287,"1050021940",0.293834327314835,0.548872553556096,0.157293119129068,"normal",0.980069332886071
20050101,793.475827586207,623.869471848276,"1050021940",0.00945663057177302,0.202580339173894,0.787963030254333,"above",0.555296115544617
20060101,869.884103448276,709.005970367817,"1050021940",0.000992593475970275,0.0602317506659851,0.938775655858045,"above",0.235399096155743
20070101,602.470931034483,578.135661339655,"1050021940",0.0257717884744681,0.319151441256825,0.655076770268707,"above",0.735884303137571
20080101,669.024310344828,670.92666561839,"1050021940",0.00289777583300997,0.109998778969604,0.887103445197386,"above",0.366002208967197
20090101,437.987068965517,477.794339814367,"1050021940",0.142617198736537,0.541494693902101,0.315888107361362,"normal",0.973943860999968
