"predictors","approach","final_fuser","HYBAS_ID","model","product","kge","weight"
"SST","ML","rf","Ankobra","RF","CanSIPSIC4",0.381279462724783,1
"SST","ML","rf","Ankobra","RF","GEOSS2S",0.159003486640101,0
"SST","ML","rf","Ankobra","RF","CESM1",-0.380112382229429,0
"SST","ML","rf","Ankobra","RF","SEAS51",-0.523230704187202,0
"SST","ML","rf","Ankobra","RF","SEAS51b",-0.523230704187202,0
"SST","ML","rf","Ankobra","RF","SEAS51c",-1.33902813970367,0
"SST","ML","rf","Ankobra","RF","CCSM4",-1.55963850566093,0
"SST","ML","rf","Ankobra","RF","CFSv2",-1.63597249752965,0
"SST","ML","rf","Ankobra","SVMLINEAR","GEOSS2S",0.139224713976774,1
"SST","ML","rf","Ankobra","SVMLINEAR","CFSv2",0.12256017173279,0
"SST","ML","rf","Ankobra","SVMLINEAR","CCSM4",0.121671554689293,0
"SST","ML","rf","Ankobra","SVMLINEAR","CanSIPSIC4",0.103048529844154,0
"SST","ML","rf","Ankobra","SVMLINEAR","CESM1",-0.0598321433827016,0
"SST","ML","rf","Ankobra","SVMLINEAR","SEAS51",-0.142826864408777,0
"SST","ML","rf","Ankobra","SVMLINEAR","SEAS51b",-0.142826864408777,0
"SST","ML","rf","Ankobra","SVMLINEAR","SEAS51c",-0.278446114426173,0
"SST","ML","rf","Ankobra","MLP","GEOSS2S",0.781821768659999,1
"SST","ML","rf","Ankobra","MLP","CESM1",0.743354189166245,0
"SST","ML","rf","Ankobra","MLP","CanSIPSIC4",0.68128706016306,0
"SST","ML","rf","Ankobra","MLP","CCSM4",0.673496796309153,0
"SST","ML","rf","Ankobra","MLP","CFSv2",0.657799073457137,0
"SST","ML","rf","Ankobra","MLP","SEAS51c",0.376003306214973,0
"SST","ML","rf","Ankobra","MLP","SEAS51",0.36727502704656,0
"SST","ML","rf","Ankobra","MLP","SEAS51b",0.36727502704656,0
"SST","ML","rf","Ayensu","RF","SEAS51",0.450100272329576,1
"SST","ML","rf","Ayensu","RF","GEOSS2S",-0.540922711642578,0
"SST","ML","rf","Ayensu","RF","SEAS51b",-0.761496755493512,0
"SST","ML","rf","Ayensu","RF","CCSM4",-0.776335018505711,0
"SST","ML","rf","Ayensu","RF","CanSIPSIC4",-0.845138972282932,0
"SST","ML","rf","Ayensu","RF","CESM1",-2.34625308730217,0
"SST","ML","rf","Ayensu","RF","CFSv2",-6.03389625024331,0
"SST","ML","rf","Ayensu","RF","SEAS51c",-7.51761609147773,0
"SST","ML","rf","Ayensu","SVMLINEAR","CFSv2",0.684905864814044,1
"SST","ML","rf","Ayensu","SVMLINEAR","CanSIPSIC4",0.347953229076452,0
"SST","ML","rf","Ayensu","SVMLINEAR","SEAS51c",0.130730398967777,0
"SST","ML","rf","Ayensu","SVMLINEAR","SEAS51b",0.0294444060215131,0
"SST","ML","rf","Ayensu","SVMLINEAR","SEAS51",0.00456043855125088,0
"SST","ML","rf","Ayensu","SVMLINEAR","CCSM4",-0.00798930356844663,0
"SST","ML","rf","Ayensu","SVMLINEAR","CESM1",-0.2439580782609,0
"SST","ML","rf","Ayensu","SVMLINEAR","GEOSS2S",-0.307810831896185,0
"SST","ML","rf","Ayensu","MLP","SEAS51",0.833363342585991,1
"SST","ML","rf","Ayensu","MLP","GEOSS2S",0.756290504413507,0
"SST","ML","rf","Ayensu","MLP","CanSIPSIC4",0.714390946622213,0
"SST","ML","rf","Ayensu","MLP","CCSM4",0.596582583345196,0
"SST","ML","rf","Ayensu","MLP","CESM1",0.480119671045515,0
"SST","ML","rf","Ayensu","MLP","SEAS51b",0.0791543699287501,0
"SST","ML","rf","Ayensu","MLP","SEAS51c",-2.82684786832781,0
"SST","ML","rf","Ayensu","MLP","CFSv2",-6.20144709182339,0
"SST","ML","rf","Densu","RF","SEAS51",0.301386288559373,1
"SST","ML","rf","Densu","RF","SEAS51b",0.258610017893256,0
"SST","ML","rf","Densu","RF","CCSM4",-0.8282744278934,0
"SST","ML","rf","Densu","RF","GEOSS2S",-1.70219921393152,0
"SST","ML","rf","Densu","RF","CanSIPSIC4",-5.51308155613231,0
"SST","ML","rf","Densu","RF","CESM1",-6.75434850861116,0
"SST","ML","rf","Densu","RF","CFSv2",-12.9812987304606,0
"SST","ML","rf","Densu","RF","SEAS51c",-17.3518187469093,0
"SST","ML","rf","Densu","SVMLINEAR","CanSIPSIC4",0.809685912522434,1
"SST","ML","rf","Densu","SVMLINEAR","CFSv2",0.707094589165583,0
"SST","ML","rf","Densu","SVMLINEAR","CCSM4",0.348079004318366,0
"SST","ML","rf","Densu","SVMLINEAR","CESM1",0.325661313133719,0
"SST","ML","rf","Densu","SVMLINEAR","SEAS51c",-0.0433117452598815,0
"SST","ML","rf","Densu","SVMLINEAR","GEOSS2S",-0.398164739671313,0
"SST","ML","rf","Densu","SVMLINEAR","SEAS51b",-0.417653336464479,0
"SST","ML","rf","Densu","SVMLINEAR","SEAS51",-0.673167137307575,0
"SST","ML","rf","Densu","MLP","CCSM4",0.720051732173429,1
"SST","ML","rf","Densu","MLP","CFSv2",0.588123839286969,0
"SST","ML","rf","Densu","MLP","CanSIPSIC4",0.518607997312575,0
"SST","ML","rf","Densu","MLP","CESM1",0.467989316878868,0
"SST","ML","rf","Densu","MLP","SEAS51",0.362096945332473,0
"SST","ML","rf","Densu","MLP","SEAS51b",0.347789982808715,0
"SST","ML","rf","Densu","MLP","GEOSS2S",0.338499512824012,0
"SST","ML","rf","Densu","MLP","SEAS51c",0.244127380972569,0
"SST","ML","rf","Kakum","RF","CCSM4",0.494309277843879,1
"SST","ML","rf","Kakum","RF","SEAS51",0.0854168712342122,0
"SST","ML","rf","Kakum","RF","SEAS51b",0.0854168712342122,0
"SST","ML","rf","Kakum","RF","GEOSS2S",-0.42779852556752,0
"SST","ML","rf","Kakum","RF","CESM1",-0.728558366400391,0
"SST","ML","rf","Kakum","RF","CanSIPSIC4",-1.09234905118255,0
"SST","ML","rf","Kakum","RF","CFSv2",-2.56372255666102,0
"SST","ML","rf","Kakum","RF","SEAS51c",-3.51857397722806,0
"SST","ML","rf","Kakum","SVMLINEAR","SEAS51c",-0.537099432410428,1
"SST","ML","rf","Kakum","SVMLINEAR","GEOSS2S",-0.567182047349336,0
"SST","ML","rf","Kakum","SVMLINEAR","CESM1",-0.682153991790999,0
"SST","ML","rf","Kakum","SVMLINEAR","CFSv2",-0.719945403569052,0
"SST","ML","rf","Kakum","SVMLINEAR","SEAS51",-0.787718549784786,0
"SST","ML","rf","Kakum","SVMLINEAR","SEAS51b",-0.787718549784786,0
"SST","ML","rf","Kakum","SVMLINEAR","CanSIPSIC4",-1.05893342130339,0
"SST","ML","rf","Kakum","SVMLINEAR","CCSM4",-1.08584027316811,0
"SST","ML","rf","Kakum","MLP","CCSM4",0.845695280517534,1
"SST","ML","rf","Kakum","MLP","CanSIPSIC4",0.822210852997679,0
"SST","ML","rf","Kakum","MLP","CESM1",0.689872668941776,0
"SST","ML","rf","Kakum","MLP","GEOSS2S",0.378457394057392,0
"SST","ML","rf","Kakum","MLP","SEAS51",0.260931010913587,0
"SST","ML","rf","Kakum","MLP","SEAS51b",0.260931010913587,0
"SST","ML","rf","Kakum","MLP","SEAS51c",0.147376300675732,0
"SST","ML","rf","Kakum","MLP","CFSv2",-1.25253542682665,0
"SST","ML","rf","Ochi-Nakwa","RF","SEAS51",-0.162293298328781,1
"SST","ML","rf","Ochi-Nakwa","RF","CanSIPSIC4",-0.287063084842775,0
"SST","ML","rf","Ochi-Nakwa","RF","SEAS51b",-0.321179776124969,0
"SST","ML","rf","Ochi-Nakwa","RF","CESM1",-0.829230632121379,0
"SST","ML","rf","Ochi-Nakwa","RF","CCSM4",-1.0079882333923,0
"SST","ML","rf","Ochi-Nakwa","RF","GEOSS2S",-2.2657697673757,0
"SST","ML","rf","Ochi-Nakwa","RF","CFSv2",-7.75730426242924,0
"SST","ML","rf","Ochi-Nakwa","RF","SEAS51c",-11.4733438096311,0
"SST","ML","rf","Ochi-Nakwa","SVMLINEAR","CESM1",0.557858778627964,1
"SST","ML","rf","Ochi-Nakwa","SVMLINEAR","CCSM4",0.243532961569487,0
"SST","ML","rf","Ochi-Nakwa","SVMLINEAR","CFSv2",0.215547191445011,0
"SST","ML","rf","Ochi-Nakwa","SVMLINEAR","GEOSS2S",0.11924221214218,0
"SST","ML","rf","Ochi-Nakwa","SVMLINEAR","CanSIPSIC4",-0.0534383815427293,0
"SST","ML","rf","Ochi-Nakwa","SVMLINEAR","SEAS51",-0.277243792098526,0
"SST","ML","rf","Ochi-Nakwa","SVMLINEAR","SEAS51b",-0.278525816220159,0
"SST","ML","rf","Ochi-Nakwa","SVMLINEAR","SEAS51c",-0.442764830834181,0
"SST","ML","rf","Ochi-Nakwa","MLP","CCSM4",0.628165819000696,1
"SST","ML","rf","Ochi-Nakwa","MLP","CanSIPSIC4",0.460112429993492,0
"SST","ML","rf","Ochi-Nakwa","MLP","SEAS51",0.179044300407105,0
"SST","ML","rf","Ochi-Nakwa","MLP","CESM1",0.143682356853018,0
"SST","ML","rf","Ochi-Nakwa","MLP","SEAS51c",0.0637903256807011,0
