"approach","predictor","fuser","HYBAS_ID","kge_final","rmse_final"
"ML","PRCP","rf","1050021910",0.929910257023124,142.360788327388
"ML","PRCP","rf","1050021920",0.838543396084264,8.10720794763913
"ML","PRCP","rf","1050021940",0.847984506302086,55.2237821841682
"ML","PRCP","rf","1050022420",0.940675375780366,167.214110695901
"ML","PRCP","rf","1050022430",0.881154164393196,26.0577457327149
"ML","PRCP","rf","1050022910",0.920205220522179,14.9263394293265
"ML","PRCP","rf","1050022920",0.837237652030868,28.0144771154666
"ML","PRCP","rf","1050023020",0.950516113099748,57.0665113554879
"ML","PRCP","rf","1050023050",0.792966006425494,89.9138041301044
"ML","PRCP","rf","1050023060",0.832110192677769,6.43614863120283
"ML","PRCP","rf","1050023130",0.90374823879251,8.51667151056165
"ML","PRCP","rf","1050023140",0.799258005975241,17.521404218912
"ML","PRCP","rf","1050023300",0.948882553629484,14.9465181296224
"ML","PRCP","rf","1050023310",0.864491632474849,69.4521021417715
"ML","PRCP","rf","1050023890",0.867993716716027,45.6196804736334
"ML","PRCP","rf","1050023900",0.943791679089276,27.1646879026277
"ML","PRCP","rf","1050023950",0.947624536371584,31.3986983962452
"ML","PRCP","rf","1050023960",0.781078348104694,61.5488662452509
"ML","PRCP","rf","1050024070",0.796411715673121,12.9616358693596
"ML","PRCP","rf","1050024080",0.785130221373354,28.2522732229116
"ML","PRCP","rf","1050024310",0.966620763726488,35.2683121198839
"ML","PRCP","rf","1050024320",0.868421331650379,41.9048050211985
"ML","PRCP","rf","1050024870",0.936892361635244,48.2993743624519
"ML","PRCP","rf","1050870170",0.915618276285544,39.9587374706378
"ML","PRCP","rf","1050873640",0.864277595027334,41.7473282694133
"ML","PRCP","rf","1050874640",0.887803996105773,78.7375053872328
"ML","PRCP","rf","1050887720",0.969906764100938,1.03912587353948
"ML","PRCP","rf","1050888070",0.942063503889959,29.8338067294496
"ML","PRCP","rf","1050892990",0.926812871236174,43.5379698105016
"ML","PRCP","rf","1050893000",0.955362479558998,7.32155031160445
"ML","PRCP","rf","1050908780",0.652322578794211,286.537745600888
"ML","PRCP","rf","1050909040",0.899786897949736,85.6843043398488
"ML","PRCP","rf","1050909890",0.759220030394633,397.735948773701
"ML","PRCP","rf","1050909900",0.928953273801135,139.664891960459
"ML","PRCP","rf","1050915980",0.81548043342381,83.0413201722507
"ML","PRCP","rf","1050915990",0.841350212873129,32.8119131014935
