"HYBAS_ID","YYYY","Q","PCR","RIDGE","LASSO","pred_final"
"1050021910",19930101,1909.40086666667,2926.15319208252,2437.695916297,2440.38696874005,2346.59159986926
"1050021910",19940101,2153.02986666667,1894.90542274282,2121.28273337218,2117.77334618212,1979.27783274078
"1050021910",19950101,2683.02743333333,2119.12009192526,2041.8721838167,2028.96354880582,1995.00481125356
"1050021910",19960101,3570.9438,2858.69505158405,2855.79668046289,2873.69307090102,3223.36266547384
"1050021910",19970101,4302.9823,3742.94817957741,3979.16075160032,4036.30212591263,3308.00594163466
"1050021910",19980101,1703.7466,2266.82999235537,2174.7097062992,2168.89008794439,1949.35613361689
"1050021910",19990101,3466.62156666667,2527.41663733656,3005.26450958212,3027.00282503143,3228.08493817086
"1050021910",20000101,3098.9989,2883.20293752717,3601.74450255414,3649.75284155696,3250.84358698416
"1050021910",20010101,1598.6216,2215.27960525509,1788.74878936212,1772.0032274221,1955.44017996458
"1050021910",20020101,2764.77216666667,3262.25381796813,3236.76901474835,3273.69336902783,3217.32592514736
"1050021910",20030101,2306.59413333333,2012.89280660188,1893.41404378155,1881.09012103898,1980.91758164677
"1050021910",20040101,1561.12716666667,2857.88377346613,2184.60514527873,2179.38184204408,2019.7519119743
"1050021910",20050101,2963.53696666667,2190.10559032606,2810.95349306788,2825.47919579256,3136.23030096175
"1050021910",20060101,3127.11293333333,2537.77437362006,2353.0582746856,2360.01830000159,2387.61047912228
"1050021910",20070101,2118.3404,2454.45660259293,1574.2709268415,1551.42509881835,1933.36275699328
"1050021910",20080101,2865.54753333333,3002.81263137146,3226.05787372287,3255.86570980819,3217.32592514736
"1050021910",20090101,2514.41843333333,2254.52337857157,2227.380057513,2221.68166762659,2143.87416956979
"1050021910",20100101,2974.14026666667,2625.77746431844,2814.13578592101,2833.05707982194,3212.97933848061
"1050021910",20110101,3044.32363333333,2936.68170212084,2848.64406807099,2863.63335127302,3211.46151779572
"1050021910",20120101,3696.32363333333,2820.58892250128,3343.96963427384,3377.32631022392,3253.22725679945
"1050021910",20130101,1666.87636666667,2325.77094926714,2399.99330420169,2402.9341117294,2271.76964595249
"1050021910",20140101,689.8611,2040.80547713321,781.467210091174,730.94119126037,1104.6851089347
"1050021910",20150101,1046.13423333333,776.677341062835,1378.80756000555,1339.62578550456,1255.21398178892
"1050021910",20160101,1906.2651,1765.26077894625,1948.76911524877,1941.19330874427,1985.51436307143
"1050021910",20170101,739.7871,936.165585477686,1044.7733410846,994.859910908209,971.251453328935
"1050021910",20180101,1496.71433333333,2021.19512474679,2226.69053498662,2225.92566991488,2005.81426310655
"1050021910",20190101,614.114533333333,1278.31767086698,955.210316869349,908.413196999693,996.947366647776
"1050021910",20200101,3616.7906,1483.279028376,807.077768528716,755.653220724141,1078.60702033051
"1050021910",20210101,1681.8859,2667.91108037699,2576.5933630718,2590.60328543174,2406.39769383444
"1050021910",20220101,1932.93343333333,2364.31279786985,2488.54181818003,2494.59685667402,2271.76964595249
"1050021910",20230101,2177.9998,1791.90729753423,1901.20461429737,1885.3061728114,1981.46951356573
"1050021910",20240101,3558.88786666667,1644.10595523268,1352.6375412354,1316.7411415506,1381.59447972446
"1050021910",20250101,2242.29696666666,1906.4941155673,1786.24064305705,1763.75904479645,1959.37731870606
"1050021910",20260101,2242.29696666666,1291.16483198741,1570.41445959356,1544.34667029837,1881.1840472241
"1050021920",19930101,26.1199655172414,65.5779278081132,62.7922821592028,63.0910829777201,47.7155376551723
"1050021920",19940101,94.3780344827586,65.6310807967802,64.0788032907897,64.4901210482984,76.8351641379309
"1050021920",19950101,78.8454137931034,51.587900220398,58.2151451723741,58.3183013700347,71.8597519999998
"1050021920",19960101,61.7601034482759,59.0902214471922,56.4492013057098,56.4872467938567,62.8094561034476
"1050021920",19970101,90.5406206896552,59.8823484472483,74.3163723195183,74.827037276269,78.2647394827593
"1050021920",19980101,40.1078965517241,59.2028970207258,66.9799193073903,67.4886105648292,50.0879364137925
"1050021920",19990101,36.678724137931,40.057879674707,38.3269493702266,37.7953636932895,36.3241279137931
"1050021920",20000101,51.6383103448276,85.2510285645105,91.1162584020936,92.189779018787,77.5900919482751
"1050021920",20010101,48.8317586206897,67.4214366520146,50.2691628918292,50.1587291148728,51.3397596206899
"1050021920",20020101,30.3418620689655,57.1197701661986,33.8959650507125,33.4277663034461,31.176667086207
"1050021920",20030101,30.7999310344828,42.8635809020606,26.2287228413326,25.5175850812608,29.9152077068962
"1050021920",20040101,35.6835862068965,45.5838199396054,25.098084740079,24.35802156199,33.0242760862063
"1050021920",20050101,149.131206896552,61.1487155885793,94.2289957462947,95.3824318900898,120.336121448275
"1050021920",20060101,62.4085517241379,49.6992708854843,76.2956815905338,76.9010993407883,64.6379466724142
"1050021920",20070101,65.7780689655172,52.430237012707,60.4590744132655,60.6850115487439,67.0162610000003
"1050021920",20080101,82.8861034482759,80.3002667255607,87.0398115887974,87.9662746757099,80.8818243965509
"1050021920",20090101,44.1446206896552,57.0444708395704,35.9212068074068,35.3629933678841,46.6241573103449
"1050021920",20100101,67.1942413793103,50.5505783307811,35.3437317617497,34.8168429883151,55.6985218620686
"1050021920",20110101,82.349,70.7097373374877,72.0289382481002,72.5093379670962,81.5054080517245
"1050021920",20120101,71.0393103448276,61.0855235075366,62.6119922999793,62.8983199058611,65.6006319827588
"1050021920",20130101,51.5651034482759,58.328508583105,64.7760694847304,65.1405205971239,55.301380206896
"1050021920",20140101,18.1479655172414,54.0339131660492,32.8485694315268,32.2505197831819,27.661374189655
"1050021920",20150101,17.185724137931,35.8900645747623,26.0665509721737,25.2230251586682,22.4033152068963
"1050021920",20160101,28.8150344827586,37.5517899923345,28.9063647857301,28.1139490651708,27.4226758620689
"1050021920",20170101,22.8982068965517,18.9899403285983,38.9817099448207,38.4833224186119,27.0747970689657
"1050021920",20180101,46.903,44.6016151251985,49.8690034259058,49.7382058156017,45.8562418103442
"1050021920",20190101,24.9907931034483,31.2916283142817,48.373705909055,48.1524907925549,30.1555834137929
"1050021920",20200101,115.906,48.7113009002598,60.6757555880564,60.8121280535916,67.3265476379312
"1050021920",20210101,29.3824482758621,42.285774116091,47.0186525944379,46.6961229275761,38.8681275344824
"1050021920",20220101,36.7219310344828,52.5378437772412,42.8177616279073,42.5042581106854,45.0879304482757
"1050021920",20230101,45.431275862069,39.5988140377171,40.9656835210179,40.5425105576867,34.4068687068966
"1050021920",20240101,76.0936551724138,28.2339863103542,18.9764614869206,18.031066895029,25.7587962241375
"1050021920",20250101,47.8673793103448,NA,NA,NA,52.7814798965515
"1050021920",20260101,47.8673793103448,46.1043652897883,47.5122439800511,47.2565271213235,45.5075969482754
"1050021940",19930101,511.49,486.463834763192,550.250921656983,553.876302055703,547.045588947385
"1050021940",19940101,725.450068965517,499.356166184148,732.75742318159,743.968140064215,625.949296832342
"1050021940",19950101,727.014206896552,471.029315800948,601.25559175836,607.177881823339,623.235789915917
"1050021940",19960101,485.840965517241,518.346900419402,510.791477656626,513.149995511937,545.2929686939
"1050021940",19970101,393.202586206897,494.271859883218,336.715652736844,333.51427720946,344.771795934378
"1050021940",19980101,410.442137931034,352.541822754963,463.361255964475,464.030346207227,526.082951671673
"1050021940",19990101,260.307344827586,514.109619410387,442.351787245372,442.772127083699,404.830948380794
"1050021940",20000101,513.785206896552,599.649559782688,623.545622322438,630.539810079633,622.666745973451
"1050021940",20010101,484.262344827586,479.237495876647,482.967331776276,484.99277518533,535.151849402884
