HYBAS_ID,YYYY,Q,pred,p_below,p_normal,p_above,class_hat,entropy
1040022430,19930101,15.8169743589744,15.1375409615386,1.94699228857052e-58,0,1,above,5.72619979883083e-11
1040022430,19940101,4.33482051282051,4.49383153846151,0.95811165673319,0.0418883432668102,1.11022302462516e-16,below,0.173899658191488
1040022430,19950101,6.5464358974359,6.40590258974358,0.0709154543842625,0.929084317258136,2.28357601828044e-07,normal,0.256004235798614
1040022430,19960101,10.0271025641026,9.6566260641026,2.4878896488146e-12,0.346937951833721,0.653062048163791,above,0.645530476396404
1040022430,19970101,16.0283333333333,15.281827397436,3.85096464127254e-60,0,1,above,5.72619979883083e-11
1040022430,19980101,2.83607692307692,3.17727484615388,0.999957755022028,4.22449779717837e-05,0,below,0.000467736591729212
1040022430,19990101,9.42130769230769,9.73494348076932,9.80272080942823e-13,0.299931778990884,0.700068221008136,above,0.61080648748642
1040022430,20000101,2.44092307692308,2.95021578205128,0.999991877031389,8.12296861063544e-06,0,below,0.000103330775596618
1040022430,20010101,4.60530769230769,4.70839733333333,0.914702091992882,0.0852979080071161,1.55431223447522e-15,below,0.291521743231271
1040022430,20020101,11.2808717948718,10.6264623653847,7.41651237431647e-18,0.0219115837692444,0.978088416230756,above,0.105388213349831
1040022430,20030101,6.01628205128205,6.59840941880346,0.0366466719961254,0.96335215839675,1.16960712426284e-06,normal,0.157153680988461
1040022430,20040101,8.40394871794872,8.25234921794878,2.58917227726691e-06,0.97471976497775,0.0252776458499723,normal,0.117958276658241
1040022430,20050101,7.96051282051282,7.69172904487187,0.000147461405542467,0.997944302301464,0.00190823629299353,normal,0.0153030459025139
1040022430,20060101,5.60453846153846,6.00059929487176,0.214447386191435,0.785552608531688,5.27687760154549e-09,normal,0.519789923659594
1040022430,20070101,10.0651282051282,9.41134647222225,4.12408593305322e-11,0.506646644854848,0.493353355103911,normal,0.693058823180098
1040022430,20080101,7.19302564102564,7.25161356837612,0.00196598392065361,0.997891808460312,0.000142207619034496,normal,0.0156172192123806
1040022430,20090101,22.006358974359,19.8649305128203,2.19580281850165e-127,0,1,above,5.72619979883083e-11
1040022430,20100101,16.8886666666667,16.7194885128204,1.70639743504711e-78,0,1,above,5.72619979883083e-11
1040022430,20110101,8.00789743589744,8.04910168589747,1.23528470086074e-05,0.989126625243411,0.0108610219095808,normal,0.0600734361718663
1040022430,20120101,9.99264102564103,11.6132775512822,1.23012947049702e-24,0.000123016026909784,0.99987698397309,above,0.00123054587921966
1040022430,20130101,4.84735897435897,5.10160874358971,0.76195164752643,0.23804835247332,2.50022225145585e-13,below,0.548819843404812
1040022430,20140101,6.90297435897436,6.42950105769237,0.0657160594993942,0.934283660008519,2.80492087001427e-07,normal,0.242418519327681
1040022430,20150101,7.52282051282051,8.17837840170945,4.63139446032186e-06,0.981184911751236,0.0188104568543036,normal,0.0934342344148882
1040022430,20160101,4.75910256410256,4.35494852564104,0.975088533131429,0.0249114668685709,0,below,0.116582341614221
1040022430,20170101,9.38510256410256,9.09867703205129,1.16448420201684e-09,0.705277966837504,0.294722031998011,normal,0.606325764836626
1040022430,20180101,4.16828205128205,4.51972325641023,0.95408994869001,0.0459100513099904,1.11022302462516e-16,below,0.1862918135379
1040022430,20190101,6.40105128205128,6.39800360470089,0.0727246697953303,0.927275117108034,2.13096636114685e-07,normal,0.260633944134091
1040022430,20200101,6.14948717948718,6.04153148076928,0.195018914418939,0.804981077702826,7.87823473125115e-09,normal,0.493419301442352
1040022430,20210101,4.92830769230769,4.91459892307687,0.84741106185355,0.152588938146426,2.38697950294409e-14,below,0.427173701397596
