HYBAS_ID,YYYY,Q,pred,p_below,p_normal,p_above,class_hat,entropy
1040022430,19930101,15,14.4215,2.14253349892993e-47,0,1,above,5.72619979883083e-11
1040022430,19940101,4,4.0485,0.927249271863962,0.0727507281360201,1.79856129989275e-14,below,0.260696801960178
1040022430,19950101,6,5.871,0.0913549718862404,0.90864418059415,8.47519609603609e-07,normal,0.305674190663384
1040022430,19960101,10,9.501,2.87645836988254e-12,0.221710036421311,0.778289963575812,above,0.529063792419247
1040022430,19970101,16,14.9265,2.20332554809982e-52,0,1,above,5.72619979883083e-11
1040022430,19980101,2,2.49,0.999938433336585,6.1566663415058e-05,0,below,0.000658477610340938
1040022430,19990101,9,9.3635,1.23371774179344e-11,0.289077074530659,0.710922925457004,above,0.601323240409131
1040022430,20000101,2,2.38,0.999969392897287,3.06071027129651e-05,0,below,0.00034874541142881
1040022430,20010101,4,4.1735,0.896953377996964,0.103046622002959,7.70494779089859e-14,below,0.331725978448436
1040022430,20020101,11,10.3085,2.31268924027045e-16,0.0226560472443896,0.97734395275561,above,0.108203331450218
1040022430,20030101,6,6.4204,0.0148927755354233,0.985067536525608,3.96879389688021e-05,normal,0.0778747364341814
1040022430,20040101,8,7.90333333333333,4.46618793685824e-06,0.9532909979672,0.046704535844863,normal,0.188754443759254
1040022430,20050101,7,7.02433333333333,0.000978014147076443,0.997768001770304,0.00125398408261967,normal,0.0173855365067486
1040022430,20060101,5,5.5155,0.215169166689148,0.784830784364921,4.89459305308415e-08,normal,0.520726239275374
1040022430,20070101,10,9.19366666666667,7.01904825785174e-11,0.383511331047204,0.616488668882605,above,0.665756958982693
1040022430,20080101,7,7.0415,0.00089481397754613,0.997737977694347,0.00136720832810733,normal,0.0175567845995802
1040022430,20090101,22,19.6035,7.47471916624878e-111,0,1,above,5.72619979883083e-11
1040022430,20100101,16,16.0145,5.24557042896324e-64,0,1,above,5.72619979883083e-11
1040022430,20110101,8,7.89133333333333,4.86322686573616e-06,0.955056008257801,0.0449391285153333,normal,0.183399263683084
1040022430,20120101,9,10.8395,2.0678517843018e-19,0.00244592571852731,0.997554074281473,above,0.0171510944697438
1040022430,20130101,4,4.3915,0.824043315150784,0.175956684848322,8.93951579428176e-13,below,0.465206707753015
1040022430,20140101,6,5.762,0.12186606696182,0.878133568583023,3.64455156942611e-07,normal,0.37063230497814
1040022430,20150101,7,7.7385,1.39869791172713e-05,0.973172987678112,0.0268130253427712,normal,0.123653029842646
1040022430,20160101,4,3.6705,0.979017722571666,0.0209822774283343,2.22044604925031e-16,below,0.101837731856792
