"HYBAS_ID","YYYY","Q","RF","SVMLINEAR","MLP","pred_final"
"1050021910",19930101,1909.40086666667,2267.10604238889,2460.81133709847,2948.59336461221,2024.33759248333
"1050021910",19940101,2153.02986666667,2361.67785368944,2247.0475227167,2952.64832738357,2257.72449535
"1050021910",19950101,2683.02743333333,2483.17508152555,2403.7579215215,2030.23651930136,2600.27485559998
"1050021910",19960101,3570.9438,3052.01196009944,2703.8899806709,3572.1682640928,3584.98237291666
"1050021910",19970101,4302.9823,3485.18467487832,2949.66138556575,3467.45755270409,3983.88313948328
"1050021910",19980101,1703.7466,2036.55519602166,2646.18133581434,2080.05115891058,1768.47869741666
"1050021910",19990101,3466.62156666667,2874.11582406001,3136.71452187921,2948.59336461221,3359.29421231671
"1050021910",20000101,3098.9989,2933.78133021388,3130.72841141522,3595.34679007121,3249.13101341668
"1050021910",20010101,1598.6216,2021.24507330666,2320.97909276894,1437.46757753961,1639.08497614999
"1050021910",20020101,2764.77216666667,2687.44306631444,2344.18178527539,3572.1682640928,2881.9277958333
"1050021910",20030101,2306.59413333333,2145.67530559277,2022.06589755282,1240.52513176724,2088.41065406665
"1050021910",20040101,1561.12716666667,1999.04779077444,1901.46439754388,1437.46809415811,1561.52771279999
"1050021910",20050101,2963.53696666667,2695.29395024111,2682.17344018896,2820.61240393691,2941.46408666664
"1050021910",20060101,3127.11293333333,2745.18126920167,2955.66781082957,2684.85008498611,3083.34173233335
"1050021910",20070101,2118.3404,2201.00023870778,2487.29160295078,2096.10171478115,2074.61812326668
"1050021910",20080101,2865.54753333333,2711.99237288666,2617.13320216158,1948.82007055731,2884.96048951664
"1050021910",20090101,2514.41843333333,2422.32594114999,2109.30214644625,2080.05115891058,2429.07591013331
"1050021910",20100101,2974.14026666667,2747.39302746278,1970.72833043396,2718.14047775582,2944.61806256666
"1050021910",20110101,3044.32363333333,2864.11727487278,2950.05308597703,2080.05115891058,3102.27777613333
"1050021910",20120101,3696.32363333333,3119.46210827166,2382.5490572552,2824.9423586965,3569.65732798331
"1050021910",20130101,1666.87636666667,1955.80714537945,2126.72773527843,2306.00978324124,1667.71569238334
"1050021910",20140101,689.8611,1311.81513110889,1825.8726702668,1826.41974607577,848.028570399992
"1050021910",20150101,1046.13423333333,1391.01008825833,1844.03349979746,1240.53962970224,929.495121349985
"1050021910",20160101,1906.2651,2037.34197127611,2363.56464733328,1728.34361296777,1799.84289824998
"1050021910",20170101,739.7871,1287.20804620667,2043.79237997921,1240.52513176724,839.990327849992
"1050021910",20180101,1496.71433333333,1757.93990592888,1590.9436178472,1494.15654460205,1476.26309028332
"1050021910",20190101,614.114533333333,1238.26882130222,1303.67546480122,974.73850170613,695.153928016667
"1050021910",20200101,3616.7906,3113.58718904778,2045.15762043818,2306.00978324124,3501.59349539998
"1050021910",20210101,1681.8859,2004.57408323556,2374.04290051858,2080.05115891058,1677.44329249999
"1050021910",20220101,1932.93343333333,2212.25914642834,2071.01068859133,1833.92916858172,2120.44277664999
"1050021910",20230101,2177.9998,1902.179381915,2083.44132464847,1826.41974607577,1644.8210214
